age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
51,Non-Private,88528,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,99,US,0
47,Private,24723,6,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,45,US,0
49,Private,171411,5,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
45,Private,184581,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
48,Non-Private,100067,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
36,Private,182863,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
61,Private,85434,9,Married,Other,Husband,White,Male,0,0,40,US,0
72,Private,158092,13,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
19,Private,104844,10,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
54,Non-Private,304570,13,Married,Managerial-Specialist,Husband,Non-White,Male,7688,0,40,US,1
47,Non-Private,89806,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,35,US,0
39,Private,106183,9,Non-Married,Other,Non-Husband,Non-White,Female,6849,0,40,US,0
24,Private,89347,7,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
44,Private,157236,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
19,Private,261259,9,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
20,Private,286166,9,Non-Married,Other,Non-Husband,White,Male,0,0,48,US,0
23,Private,122272,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
58,Private,248739,9,Married,Other,Husband,White,Male,0,0,53,US,1
20,Private,224238,8,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
62,Private,138157,9,Married,Managerial-Specialist,Husband,White,Male,0,0,12,US,0
25,Private,148460,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,4416,0,40,Non-US,0
67,Private,236627,13,Married,Managerial-Specialist,Husband,White,Male,0,0,2,US,0
37,Non-Private,191364,12,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,1
36,Private,353524,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,1831,0,40,US,0
38,Private,391040,11,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
23,Private,134997,9,Non-Married,Other,Non-Husband,White,Female,0,0,80,US,0
28,Private,392487,9,Married,Other,Non-Husband,White,Female,0,0,40,US,0
25,Private,216724,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
41,Non-Private,174395,16,Married,Managerial-Specialist,Husband,White,Male,15024,0,55,US,1
63,Private,383058,13,Married,Other,Husband,White,Male,0,1848,40,US,1
60,Non-Private,96073,9,Married,Other,Husband,White,Male,0,0,30,US,0
31,Non-Private,103435,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
29,Non-Private,96718,9,Married,Other,Husband,White,Male,0,0,37,US,0
37,Private,178948,13,Married,Managerial-Specialist,Non-Husband,White,Female,7688,0,45,US,1
51,Private,173987,5,Married,Other,Husband,White,Male,0,0,40,US,0
45,Private,34419,10,Married,Managerial-Specialist,Husband,White,Male,7298,0,40,US,1
27,Private,224849,9,Married,Other,Husband,White,Male,0,0,40,US,0
18,Private,249857,10,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
34,Private,340458,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
66,Non-Private,427422,16,Married,Other,Husband,White,Male,0,2377,25,US,1
19,Non-Private,440417,10,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
36,Private,175643,9,Married,Other,Husband,White,Male,0,0,35,US,0
35,Private,297485,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
27,Private,232954,9,Married,Other,Husband,White,Male,0,0,45,US,0
29,Private,326330,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,1831,0,40,US,0
25,Private,109419,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
22,Private,127768,10,Non-Married,Other,Non-Husband,White,Male,0,0,32,US,1
41,Private,252986,10,Married,Other,Husband,White,Male,0,0,48,US,1
20,Private,380544,12,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
52,Private,306108,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
34,Private,232855,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,37,US,0
44,Private,130126,15,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,45,US,1
50,Private,194231,14,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,1
49,Non-Private,197038,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
36,Non-Private,168223,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
71,Non-Private,26109,15,Married,Other,Husband,White,Male,0,0,28,US,0
20,Private,285671,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,25,US,0
20,Private,153583,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
59,Non-Private,103948,9,Married,Other,Husband,White,Male,0,0,60,US,1
41,Private,439919,3,Married,Other,Husband,White,Male,3411,0,40,Non-US,0
38,Private,40319,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,42,US,0
55,Non-Private,159028,9,Married,Other,Husband,White,Male,0,0,40,US,0
17,Private,98675,5,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
45,Private,90758,13,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,1
43,Non-Private,75435,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,30,US,0
19,Private,219189,8,Non-Married,Other,Non-Husband,White,Male,0,0,25,US,0
33,Private,203463,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
63,Private,187635,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
39,Non-Private,154641,9,Non-Married,Other,Non-Husband,White,Male,8614,0,50,US,1
34,Private,27153,9,Married,Other,Husband,White,Male,0,0,40,US,0
31,Private,150324,12,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
21,Private,83704,8,Married,Other,Husband,White,Male,0,0,40,US,0
23,Private,176262,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,36,US,0
20,Private,179423,10,Non-Married,Other,Non-Husband,White,Female,0,0,8,US,0
45,Private,168038,13,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,1
59,Private,108765,9,Married,Other,Husband,White,Male,0,0,50,US,0
58,Private,146477,14,Married,Managerial-Specialist,Husband,White,Male,15024,0,40,Non-US,1
66,Non-Private,188220,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,1
37,Private,292855,11,Married,Managerial-Specialist,Non-Husband,White,Female,0,1887,35,US,1
29,Private,114870,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
32,Non-Private,77723,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
39,Private,284166,13,Married,Managerial-Specialist,Husband,White,Male,0,1902,50,US,1
57,Private,133902,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
57,Private,191318,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
50,Non-Private,67794,9,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
44,Non-Private,357679,13,Married,Other,Husband,White,Male,15024,0,65,US,1
56,Private,117872,11,Married,Other,Husband,Non-White,Male,0,0,40,US,1
26,Private,55929,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,48,US,0
22,Private,165065,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
26,Non-Private,34307,11,Non-Married,Other,Non-Husband,White,Male,0,0,65,US,0
33,Private,246038,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
36,Non-Private,147258,11,Married,Other,Husband,White,Male,0,0,60,US,1
45,Private,329144,10,Married,Other,Husband,White,Male,0,0,40,US,1
56,Non-Private,52953,16,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,1669,38,US,0
23,Private,216181,10,Non-Married,Other,Non-Husband,White,Male,0,0,36,Non-US,0
23,Private,391171,10,Non-Married,Other,Non-Husband,Non-White,Male,0,0,25,US,0
35,Non-Private,223242,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
39,Private,103925,13,Married,Managerial-Specialist,Non-Husband,White,Female,7688,0,32,US,1
45,Private,38240,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
21,Private,148444,10,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
56,Non-Private,110257,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
31,Non-Private,101345,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
44,Private,268098,8,Non-Married,Other,Non-Husband,Non-White,Male,0,0,36,US,0
21,Private,369084,10,Non-Married,Other,Non-Husband,White,Male,0,0,10,US,0
31,Private,288825,9,Married,Other,Husband,White,Male,5013,0,40,US,0
20,Private,162688,9,Non-Married,Other,Non-Husband,White,Male,0,0,38,US,0
17,Private,48751,7,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
44,Non-Private,184099,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
19,Private,307496,10,Non-Married,Other,Non-Husband,White,Female,0,0,23,US,0
71,Private,176986,9,Non-Married,Other,Non-Husband,White,Male,0,0,24,US,0
23,Private,267955,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
21,Private,283969,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
29,Non-Private,204516,14,Married,Managerial-Specialist,Husband,White,Male,0,0,15,US,0
33,Private,167771,10,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
46,Private,345073,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,48,US,1
21,Private,380219,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
36,Non-Private,306156,10,Married,Other,Husband,White,Male,15024,0,60,US,1
70,Non-Private,37203,14,Married,Managerial-Specialist,Husband,White,Male,9386,0,30,US,1
19,Private,185097,9,Non-Married,Other,Non-Husband,White,Female,0,0,37,US,0
29,Private,144808,10,Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
34,Private,187203,12,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
26,Private,125089,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
30,Private,289458,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
34,Private,144798,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
24,Private,172152,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,25,Non-US,0
28,Private,207513,9,Non-Married,Other,Non-Husband,White,Male,0,0,48,US,0
24,Private,164574,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
76,Private,199949,13,Married,Managerial-Specialist,Husband,White,Male,20051,0,50,US,1
19,Private,213024,8,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
45,Private,213140,6,Married,Other,Husband,White,Male,2829,0,40,US,0
24,Non-Private,83374,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,30,US,1
37,Private,192939,13,Married,Other,Husband,White,Male,0,0,40,US,1
24,Private,424494,13,Married,Managerial-Specialist,Husband,White,Male,0,0,30,US,0
24,Private,215243,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,42,US,0
40,Private,30682,9,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
20,Private,306639,10,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
23,Non-Private,218678,7,Married,Other,Husband,White,Male,0,0,40,US,0
25,Private,219130,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
64,Private,180624,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,US,0
53,Non-Private,200190,14,Married,Managerial-Specialist,Husband,White,Male,0,1977,55,US,1
28,Private,194472,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
52,Non-Private,205767,14,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,1
28,Private,249870,15,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,50,US,0
31,Private,211242,12,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,1
77,Private,149912,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,10,US,0
22,Private,85389,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
17,Private,806316,7,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
38,Private,329980,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,55,US,0
45,Private,236612,7,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
25,Non-Private,249214,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
50,Private,257126,9,Married,Other,Husband,White,Male,0,0,40,US,1
53,Non-Private,204397,9,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,0
24,Private,291979,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
33,Private,138667,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
57,Non-Private,42298,14,Married,Managerial-Specialist,Husband,Non-White,Male,15024,0,40,US,1
39,Private,375452,15,Married,Managerial-Specialist,Non-Husband,White,Female,15024,0,48,US,1
30,Private,94413,10,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
31,Non-Private,166626,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
39,Non-Private,326566,10,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
30,Private,165503,13,Non-Married,Other,Non-Husband,White,Female,0,0,65,US,0
48,Private,102597,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,44,US,0
62,Private,113234,14,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
39,Private,177277,9,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
34,Private,198103,9,Non-Married,Other,Non-Husband,White,Male,0,1980,40,US,0
45,Private,260490,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
32,Private,237478,7,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
40,Non-Private,36885,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,0
17,Private,166242,6,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
19,Private,158603,6,Non-Married,Other,Non-Husband,Non-White,Male,0,0,25,US,0
25,Private,274228,9,Married,Other,Husband,White,Male,0,0,84,US,0
42,Private,185145,10,Married,Other,Husband,White,Male,0,0,57,US,0
66,Private,28367,13,Married,Other,Non-Husband,White,Male,0,0,99,US,0
63,Non-Private,28612,9,Non-Married,Other,Non-Husband,White,Male,0,0,70,US,0
43,Private,191429,4,Married,Other,Husband,White,Male,0,0,25,US,0
26,Private,459548,9,Non-Married,Other,Non-Husband,White,Male,0,0,20,Non-US,0
23,Private,65481,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
39,Private,186130,15,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,1
47,Non-Private,350759,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
36,Private,359678,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,48,US,0
35,Private,220595,9,Married,Other,Husband,White,Male,0,0,40,US,0
25,Private,29599,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
21,Non-Private,299153,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,15,US,0
46,Private,75256,9,Married,Other,Non-Husband,White,Female,0,0,40,US,0
43,Private,143583,6,Married,Other,Husband,Non-White,Male,0,0,40,US,0
31,Non-Private,207505,16,Married,Managerial-Specialist,Husband,White,Male,0,1977,70,US,1
41,Private,308550,9,Non-Married,Other,Non-Husband,White,Female,0,0,60,US,0
50,Private,145717,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,0
36,Private,334366,7,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,32,US,0
31,Private,76198,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
45,Non-Private,155489,4,Married,Managerial-Specialist,Husband,White,Male,0,0,65,US,1
50,Private,197322,7,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
52,Private,194259,4,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,0
40,Private,346189,16,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
55,Private,98361,13,Married,Managerial-Specialist,Husband,White,Male,15024,0,55,US,1
64,Private,178556,6,Married,Managerial-Specialist,Husband,White,Male,0,0,56,US,1
51,Non-Private,162943,15,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
30,Private,19302,10,Married,Managerial-Specialist,Husband,White,Male,7688,0,40,US,1
56,Non-Private,67662,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,39,US,0
35,Private,126675,9,Married,Managerial-Specialist,Husband,White,Male,0,0,48,US,0
55,Non-Private,278228,6,Married,Other,Husband,White,Male,0,0,35,US,0
30,Private,169152,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
34,Private,204052,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
36,Private,215392,11,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
43,Non-Private,83348,9,Married,Other,Husband,White,Male,0,0,60,US,0
24,Non-Private,196816,10,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
30,Private,541343,6,Married,Other,Husband,Non-White,Male,0,0,40,US,0
33,Non-Private,55921,11,Non-Married,Other,Non-Husband,White,Male,0,0,70,US,0
32,Private,251701,12,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
29,Non-Private,119848,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
50,Private,160572,9,Married,Managerial-Specialist,Husband,White,Male,3137,0,47,US,0
18,Private,25837,7,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,15,US,0
20,Private,236592,7,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
45,Non-Private,199326,14,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
22,Private,341610,10,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
45,Private,175958,15,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
41,Private,198965,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
42,Non-Private,193537,4,Non-Married,Other,Non-Husband,White,Female,0,0,35,Non-US,0
24,Private,438839,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
22,Private,298227,9,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
28,Private,271466,9,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
23,Private,335570,10,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
21,Private,206891,4,Non-Married,Other,Non-Husband,White,Female,0,0,38,US,0
23,Private,162551,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,20,US,0
45,Private,145637,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,48,US,0
41,Private,101290,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
49,Non-Private,229376,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
38,Private,439592,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
37,Private,161141,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
70,Private,304570,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,32,Non-US,0
24,Private,103277,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,2597,0,40,US,0
28,Non-Private,407672,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
24,Private,73928,11,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,20,US,0
83,Non-Private,240150,6,Married,Other,Husband,White,Male,20051,0,50,US,1
69,Private,230417,16,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,1
37,Private,260093,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
28,Private,96020,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
54,Private,104421,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
